customer_id,age,gender,income_level,region,occupation_type
C00567,71,Female,High,三重縣,電腦組裝／測試
C00568,29,Female,Low,大里,光電工程研發主管
C00569,57,Male,Medium,宜蘭,金融理財專員
C00570,30,Female,Low,平鎮縣,餐廚助手
C00571,61,Female,High,台中,幼教班老師
C00572,21,Male,Medium,臺東,洗碗人員
C00573,79,Female,High,高雄縣,金融專業主管
C00574,54,Male,High,馬公縣,國內業務人員
C00575,22,Male,Medium,頭份市,安親班老師
C00576,68,Male,High,阿里山縣,不動產經紀人
C00577,46,Male,High,雲林,防火及建築檢驗人員
C00578,57,Male,Medium,彰化市,櫃檯接待人員
C00579,36,Female,Medium,太保市,韌體設計工程師
C00580,69,Female,Medium,連江,工程研發主管
C00581,41,Female,Medium,臺東,軟韌體測試工程師
C00582,59,Male,High,臺東縣,生產設備工程師
C00583,39,Female,Low,卑南,助理工程師
C00584,29,Female,Low,鳳山,產品維修人員
C00585,45,Female,Medium,花蓮市,機構工程師
C00586,29,Female,Low,樹林,採購主管
C00587,22,Female,Low,蘆竹市,國內業務主管
C00588,47,Female,High,平鎮,專案業務主管
C00589,77,Male,Medium,新竹縣,網站行銷企劃
C00590,80,Female,High,古坑縣,SMT工程師
C00591,65,Female,Medium,永康縣,地勤人員
C00592,74,Female,High,永康市,店長／賣場管理人員
C00593,34,Male,High,阿里山,公共衛生醫師
C00594,51,Male,Medium,橫山市,資料庫管理人員
C00595,51,Male,Medium,台北,股務人員
C00596,41,Male,Medium,太平,副教授
C00597,21,Male,Medium,北港市,電子工程師
C00598,33,Female,High,阿里山,營建構造工
C00599,55,Female,High,台南縣,製鞋類人員
C00600,35,Male,High,新竹縣,水電工程繪圖人員
C00601,36,Male,Medium,台北,英文翻譯／口譯人員
C00602,27,Female,Medium,台北市,壓鑄模具技術人員
C00603,30,Male,Low,橫山縣,ISO／品保人員
C00604,66,Female,Medium,基隆縣,化學工程研發人員
C00605,24,Male,Low,南投市,太陽能技術工程師
C00606,24,Male,Medium,新竹市,紡織工務
C00607,18,Male,Medium,台北,模特兒
C00608,30,Male,High,北港,生物學專業與研究
C00609,38,Male,Medium,褒忠縣,地質與地球科學研究員
C00610,24,Female,Low,大里縣,吊車／起重機設備操作員
C00611,78,Female,Medium,桃園,多媒體動畫設計師
C00612,78,Female,High,台東,機構工程師
C00613,31,Female,High,平鎮市,媒體公關／宣傳採買
C00614,75,Female,High,古坑,花藝／園藝人員
C00615,78,Male,High,褒忠,娛樂事業人員
C00616,23,Female,Medium,花蓮,寵物美容專業人員
C00617,30,Male,Medium,橫山市,工商登記服務人員
C00618,67,Male,Medium,新營縣,總務人員
C00619,36,Female,Low,橫山,RF通訊工程師
C00620,73,Female,Medium,北竿,聲樂家
C00621,48,Female,High,阿里山,電腦組裝／測試
C00622,38,Female,High,八德,節目助理
C00623,54,Female,High,古坑縣,飛機裝修工
C00624,64,Female,Medium,新營市,金融研究員
C00625,75,Female,Medium,橫山,資料輸入人員
C00626,38,Female,Low,豐原市,法律專業人員
C00627,76,Male,High,桃園,娛樂事業人員
C00628,75,Male,High,臺東市,電腦系統分析師
C00629,69,Male,High,雲林,理賠人員
C00630,78,Female,High,北港,助理教授
C00631,62,Male,High,馬公,汽車／機車技術維修人員
C00632,74,Female,Medium,關山市,農工業用機器裝修工
C00633,33,Male,Low,太平市,地勤人員
C00634,67,Male,Medium,臺東市,經營管理主管
C00635,79,Male,High,臺東,醫藥研發人員
C00636,25,Male,Medium,中和,焊接及切割技術員
C00637,74,Male,Medium,花蓮,粉末冶金模具技術人員
C00638,72,Female,High,梅山縣,麻醉醫師
C00639,59,Male,Medium,牡丹,商業設計
C00640,22,Female,Medium,北斗,放射性設備使用技術員
C00641,78,Male,High,新竹,MIS／網管主管
C00642,77,Female,Medium,彰化市,建築師
C00643,21,Female,Medium,褒忠縣,金屬建材架構人員
C00644,41,Female,Low,關山縣,建築設計／繪圖人員
C00645,36,Male,Low,南投市,氣象研究員
C00646,28,Female,Medium,臺東縣,保稅人員
C00647,63,Male,High,大里市,生管
C00648,54,Female,High,蘆洲市,板金技術員
C00649,68,Female,Medium,金門縣,防火及建築檢驗人員
C00650,38,Female,High,基隆,安全／衛生檢驗人員
C00651,74,Female,Medium,臺中市,車床人員
C00652,47,Female,Medium,平鎮,營造工程師
C00653,68,Female,Medium,台南縣,應用科學研究員
C00654,74,Female,Medium,桃園,保安服務工作
C00655,68,Female,High,桃園,食品衛生管理師
C00656,61,Male,Medium,新營,汽車美容人員
C00657,30,Male,Medium,新營縣,運動教練
C00658,31,Female,Low,苗栗市,半導體製程工程師
C00659,38,Female,Medium,褒忠市,電信及電力線路架設工
C00660,21,Female,Medium,北港縣,安親班老師
C00661,50,Female,Low,八德市,汽車銷售人員
C00662,28,Female,Medium,彰化市,農工業用機器裝修工
C00663,51,Male,Medium,卑南,文件管理師
C00664,52,Male,High,卑南,水利工程師
C00665,40,Female,High,古坑,車床人員
C00666,26,Female,Medium,楊梅市,領班
C00667,41,Male,High,竹田市,鑄造／鍛造模具技術人員
C00668,63,Female,Medium,鳳山縣,粉末冶金模具技術人員
C00669,27,Male,Low,北竿,精密儀器製造工
C00670,63,Male,High,連江,牙醫師
C00671,42,Female,High,新竹,店長／賣場管理人員
C00672,29,Male,Low,太平,結構技師
C00673,32,Female,Low,永康,資材主管
C00674,79,Female,Medium,宜蘭,保全人員／警衛
C00675,47,Male,Medium,台南,珠心算老師
C00676,29,Female,Medium,太保,財務會計助理
C00677,29,Male,Low,宜蘭縣,工程助理
C00678,57,Female,Medium,卑南縣,PCB佈線工程師
C00679,30,Female,Low,橫山,演奏家
C00680,34,Female,High,澎湖,照顧指導員
C00681,61,Female,High,光復市,類講師
C00682,77,Male,Medium,橫山,娛樂事業人員
C00683,37,Male,High,中壢,工廠主管
C00684,54,Female,Medium,宜蘭,紡織化學工程師
C00685,49,Female,High,永和,藝術品／珠寶鑑價／拍賣顧問
C00686,70,Male,High,大里市,護理師
C00687,41,Female,High,竹北市,人力／外勞仲介
C00688,79,Female,Medium,關山,倉儲物流人員
C00689,25,Female,Low,北斗,推土機設備操作員
C00690,60,Male,High,基隆,硬體研發工程師
C00691,35,Female,High,大里縣,防火及建築檢驗人員
C00692,52,Female,Medium,北斗市,工程助理
C00693,52,Female,High,彰化市,不動產產權審核／估價師
C00694,61,Male,Medium,太平市,室內設計／裝潢人員
C00695,44,Male,Medium,褒忠市,網頁設計師
C00696,77,Male,High,新營縣,國外業務人員
C00697,39,Male,Medium,北港縣,產品管理師
C00698,24,Male,Medium,臺東縣,社工人員
C00699,19,Male,Medium,台東市,發包人員
C00700,19,Female,Low,新竹縣,MES工程師
C00701,55,Male,High,永和,花藝／園藝人員
C00702,53,Male,Medium,梅山,聲學／噪音工程師
C00703,37,Male,Low,新營,電台工作人員
C00704,40,Female,Low,中壢市,RF通訊工程師
C00705,74,Female,Medium,永和,電腦組裝／測試
C00706,36,Male,Low,楊梅縣,總機人員
C00707,49,Male,High,金門縣,類廚師
C00708,78,Female,Medium,台東縣,排版人員
C00709,33,Male,High,橫山縣,演算法開發工程師
C00710,32,Female,Low,古坑縣,照顧服務員
C00711,37,Male,Medium,太保市,品牌宣傳及媒體公關
C00712,60,Male,Medium,梅山,主管特別助理
C00713,44,Male,Medium,竹北市,IC佈局工程師
C00714,29,Female,Low,中和市,機械裝配員
C00715,44,Female,Medium,大里縣,星象占卜人員
C00716,75,Male,High,卑南,法務助理
C00717,75,Male,High,宜蘭縣,西點／蛋糕師
C00718,74,Male,Medium,中和,可靠度工程師
C00719,77,Male,High,基隆縣,美術設計
C00720,73,Male,Medium,屏東市,升學補習班老師
C00721,29,Male,Medium,平鎮,多媒體開發主管
C00722,48,Female,High,澎湖,空調冷凍技術人員
C00723,20,Female,Low,台南,財務會計助理
C00724,68,Male,High,台南縣,水電工
C00725,51,Female,Medium,連江縣,類廚師
C00726,23,Male,Low,基隆縣,補習班導師／管理人員
C00727,74,Female,High,關山市,產品售後技術服務
C00728,80,Male,High,南投縣,品管／品保主管
C00729,37,Male,Medium,卑南,FAE工程師
C00730,22,Male,Medium,彰化市,補習班導師／管理人員
C00731,19,Female,Low,桃園,網站行銷企劃
C00732,56,Female,High,楊梅,吊車／起重機設備操作員
C00733,66,Male,High,北港,領班
C00734,70,Female,High,卑南縣,記帳／出納／一般會計
C00735,34,Female,High,宜蘭,小客車司機
C00736,38,Female,Medium,蘆洲市,中等學校教師
C00737,68,Male,Medium,永和市,生產管理主管
C00738,59,Male,Medium,梅山,行銷企劃人員
C00739,31,Male,High,板橋,紡織工務
C00740,18,Male,Low,永和縣,發包人員
C00741,39,Female,High,臺中縣,美療／芳療師
C00742,60,Female,Medium,鳳山縣,財務分析人員
C00743,34,Male,Medium,連江,補習班導師／管理人員
C00744,36,Male,Low,平鎮,多媒體動畫設計師
C00745,75,Male,High,中壢,資源回收人員
C00746,70,Male,Medium,斗六市,金融承銷員
C00747,64,Female,High,桃園市,翻譯／口譯人員
C00748,65,Female,High,卑南,幼教班老師
C00749,61,Male,Medium,桃園,油漆工
C00750,37,Male,High,新竹縣,機電技師／工程師
C00751,35,Male,Low,關山市,地質與地球科學研究員
C00752,58,Female,Medium,頭份縣,駐校代表
C00753,68,Male,High,台南市,公共衛生人員
C00754,27,Male,Medium,豐原市,電子設備裝修工
C00755,47,Male,High,牡丹縣,記者／採編
C00756,64,Male,Medium,嘉義,助理工程師
C00757,63,Female,Medium,連江,生管
C00758,72,Female,High,桃園市,星象占卜人員
C00759,54,Male,Medium,澎湖,醫藥研發人員
C00760,74,Male,High,蘆竹縣,藝術品／珠寶鑑價／拍賣顧問
C00761,57,Female,High,梅山市,系統整合／ERP專案師
C00762,34,Female,Medium,澎湖,行政助理
C00763,24,Female,Low,楊梅,精密拋光技術人員
C00764,47,Female,High,三重縣,PCB佈線工程師
C00765,54,Male,High,宜蘭市,特殊教育教師
C00766,62,Male,High,豐原,化工化學工程師
C00767,58,Male,Medium,馬公,業務助理
C00768,41,Female,Low,褒忠,金融理財專員
C00769,27,Female,Low,牡丹,產品售後技術服務
C00770,27,Male,Medium,卑南市,加油員
C00771,28,Male,Medium,新營,資訊助理人員
C00772,43,Male,High,嘉義,自動控制工程師
C00773,56,Female,Medium,關山縣,顧問人員
C00774,45,Male,High,花蓮市,儲備幹部
C00775,21,Male,Medium,新營縣,麻醉醫師
C00776,70,Female,Medium,北港市,鐵路車輛駕駛員
C00777,73,Male,High,南投市,總幹事
C00778,19,Female,Medium,竹田,織品設計
C00779,67,Male,Medium,新竹,醫事檢驗師
C00780,79,Female,High,汐止市,飯店餐廳主管
C00781,18,Male,Medium,北港縣,幼教班老師
C00782,78,Female,High,頭份縣,珠心算老師
C00783,43,Female,High,台南,志工人員
C00784,67,Female,High,蘆竹縣,飯店工作人員
C00785,25,Female,Medium,新竹市,廠務
C00786,18,Female,Medium,屏東縣,總機人員
C00787,54,Male,Medium,嘉義,SMT工程師
C00788,24,Male,Medium,大里市,病理藥理研究人員
C00789,22,Female,Medium,鳳山,建築物電力系統維修工
C00790,24,Female,Medium,北港縣,特殊教育教師
C00791,38,Female,Medium,頭份縣,防火及建築檢驗人員
C00792,28,Male,Medium,北竿,特用化學工程師
C00793,55,Female,Medium,新北,安親班老師
C00794,62,Male,Medium,中和縣,社工人員
C00795,64,Female,High,阿里山縣,雷射操作技術員
C00796,41,Female,High,大里,資材主管
C00797,38,Male,Medium,宜蘭縣,寵物美容專業人員
C00798,39,Male,Medium,彰化,客戶服務人員
C00799,56,Female,High,台中縣,營造工程師
C00800,40,Female,High,朴子,泥水小工
C00801,58,Female,Medium,北竿,網站行銷企劃
C00802,62,Female,High,光復,行銷企劃助理
C00803,69,Female,High,苗栗,建築師
C00804,23,Male,Medium,斗六,車床人員
C00805,48,Female,Low,台東市,核保／保險內勤人員
C00806,51,Male,High,朴子縣,運動教練
C00807,22,Male,Low,豐原市,統計學研究員
C00808,43,Male,Low,關山,電機技師／工程師
C00809,45,Female,Low,褒忠,混凝土工
C00810,41,Female,Low,新營市,電話及電報機裝修工
C00811,65,Female,Medium,台南,廣告AE業務人員
C00812,79,Male,High,新營,展場／櫥窗佈置人員
C00813,35,Female,High,新營縣,麻醉醫師
C00814,20,Male,Low,永康,播音／配音人員
C00815,25,Female,Low,草屯,鍋爐操作技術人員
C00816,52,Male,High,南投,公共衛生人員
C00817,34,Male,Medium,宜蘭縣,電玩程式設計師
C00818,67,Female,Medium,桃園,護理師
C00819,53,Female,Medium,阿里山縣,ISO／品保人員
C00820,51,Male,Medium,彰化,電腦系統分析師
C00821,75,Male,Medium,台南縣,飯店工作人員
C00822,56,Female,Medium,屏東縣,領隊
C00823,61,Male,High,員林市,太陽能技術工程師
C00824,25,Female,Low,新營縣,軟體專案管理師
C00825,33,Male,Medium,桃園,建築物清潔工
C00826,38,Male,High,褒忠,CAD／CAM工程師
C00827,62,Male,High,花蓮,泥水小工
C00828,72,Female,Medium,阿里山縣,工廠主管
C00829,33,Male,Medium,新竹,病理藥理研究人員
C00830,65,Female,High,朴子市,牙醫助理
C00831,47,Male,Medium,臺中市,防水施工人員
C00832,62,Male,Medium,竹北,塗裝技術人員
C00833,36,Male,Medium,豐原,焊接及切割技術員
C00834,33,Female,Medium,草屯,燈光／音響師
C00835,23,Female,Medium,草屯,娛樂事業人員
C00836,49,Female,High,白沙市,物管／資材
C00837,79,Female,Medium,南投縣,影片製作技術人員
C00838,24,Female,Low,嘉義市,總幹事
C00839,31,Female,High,阿里山市,資料庫管理人員
C00840,22,Female,Low,花蓮,設計助理
C00841,33,Female,Medium,楊梅市,農藝／畜產研究人員
C00842,33,Female,High,桃園,美術老師
C00843,50,Female,Medium,基隆,生產管理主管
C00844,41,Male,Low,樹林市,不動產經紀人
C00845,59,Female,High,台南市,金融研究員
C00846,51,Male,High,彰化市,BIOS工程師
C00847,27,Male,Medium,雲林,醫藥業務代表
C00848,73,Female,High,南投,領隊
C00849,24,Female,Low,金門,升學補習班老師
C00850,79,Female,High,南投市,銀行辦事員
C00851,56,Male,High,台東縣,安親班老師
C00852,48,Male,High,台東,農林業設備操作員
C00853,48,Male,High,高雄,軟體設計工程師
C00854,35,Male,Medium,臺東市,居家服務督導員
C00855,38,Male,Low,永和,治療師
C00856,35,Female,Medium,白沙,特用化學工程師
C00857,68,Male,Medium,白沙,醫藥研發人員
C00858,24,Female,Low,光復市,OP／旅行社人員
C00859,42,Female,Low,新營市,熱傳工程師
C00860,30,Male,High,平鎮縣,消防員
C00861,46,Male,High,北斗縣,家庭代工
C00862,44,Female,Low,卑南,生管
C00863,80,Female,Medium,永和,照顧服務員
C00864,40,Female,High,桃園,營運管理師
C00865,24,Male,Medium,嘉義縣,專科護理師
C00866,34,Female,High,北斗縣,行政助理
C00867,22,Female,Medium,橫山,圖書資料管理人員
C00868,63,Female,Medium,澎湖,專案管理主管
C00869,76,Female,High,橫山,可靠度工程師
C00870,36,Male,Low,連江市,電機設備裝配員
C00871,31,Female,Low,卑南,水產養殖工作者
C00872,24,Male,Low,古坑縣,水保技師
C00873,75,Male,High,彰化,印前製作／印刷技術人員
C00874,73,Female,Medium,南投市,都市／交通規劃人員
C00875,34,Female,Low,橫山,居家服務督導員
C00876,26,Male,Medium,竹北市,可靠度工程師
C00877,67,Female,High,北港,噴漆人員
C00878,48,Male,Medium,竹北縣,店長／賣場管理人員
C00879,71,Female,High,梅山縣,攝影助理
C00880,70,Female,High,雲林,IC佈局工程師
C00881,45,Male,High,草屯,清潔工
C00882,50,Female,Low,大里市,治療師
C00883,78,Male,Medium,臺東,公共衛生人員
C00884,80,Female,Medium,板橋,財務或會計主管
C00885,74,Male,Medium,北竿,財務會計助理
C00886,70,Female,High,豐原,電機裝修工
C00887,75,Male,Medium,中和市,節目助理
C00888,51,Female,Medium,金門市,半導體工程師
C00889,31,Female,Low,新竹市,軟體設計工程師
C00890,29,Male,Low,馬公,治療師
C00891,54,Female,Medium,馬公市,通訊軟體工程師
C00892,76,Female,Medium,高雄,公共衛生醫師
C00893,73,Male,Medium,新營,環境工程師
C00894,56,Male,Medium,雲林,電話客服類人員
C00895,25,Male,Low,連江,木工
C00896,63,Male,High,中壢縣,工程助理
C00897,55,Female,Medium,古坑市,保險業務／經紀人
C00898,19,Female,Medium,永和,通訊工程研發主管
C00899,30,Male,Medium,古坑市,內業工程師
C00900,60,Male,Medium,台南,機電技師／工程師
C00901,67,Female,Medium,連江縣,研究助理
C00902,75,Female,Medium,關山市,手工包裝工
C00903,43,Male,High,雲林,數位IC設計工程師
C00904,46,Female,Medium,員林市,都市／交通規劃人員
C00905,42,Female,Low,楊梅市,醫療從業人員
C00906,66,Male,High,牡丹,類比IC設計工程師
C00907,40,Female,Medium,金門,教育訓練人員
C00908,41,Male,High,梅山,產品管理師
C00909,47,Male,Medium,頭份,攝影師
C00910,40,Male,High,中和,半導體工程師
C00911,35,Male,Medium,平鎮縣,總務人員
C00912,31,Male,High,臺東,專科護理師
C00913,59,Male,High,南投,金融交易員
C00914,62,Male,High,太保,自動控制工程師
C00915,24,Female,Medium,員林,農工業用機器裝修工
C00916,31,Female,High,竹田縣,行政人員
C00917,64,Female,High,中和市,助理教授
C00918,43,Female,High,鳳山,焊接及切割技術員
C00919,19,Male,Medium,花蓮市,櫃檯接待人員
C00920,79,Male,High,北港市,類講師
C00921,78,Male,Medium,關山,藝術品／珠寶鑑價／拍賣顧問
C00922,35,Male,Medium,關山市,電話及電報機裝修工
C00923,56,Female,Medium,北港市,PCB佈線工程師
C00924,67,Female,Medium,阿里山,室內設計／裝潢人員
C00925,27,Female,Medium,台中,PCB佈線工程師
C00926,66,Male,Medium,新營市,國內業務人員
C00927,77,Female,High,頭份,專案管理主管
C00928,66,Male,High,光復市,美姿美儀人員
C00929,76,Female,High,竹田,都市／交通規劃人員
C00930,19,Male,Medium,三重,機械工程師
C00931,62,Male,Medium,光復,機構工程師
C00932,37,Female,Low,新營縣,行銷企劃人員
C00933,25,Female,Medium,阿里山市,電話及電報機裝修工
C00934,36,Female,Low,阿里山,商標／專利人員
C00935,57,Female,Medium,牡丹,織品設計
C00936,30,Female,High,桃園,總機人員
C00937,18,Male,Medium,鳳山市,治療師
C00938,34,Male,Medium,豐原縣,社會／人類學研究人員
C00939,77,Female,Medium,彰化縣,手工包裝工
C00940,18,Female,Low,板橋市,寵物美容專業人員
C00941,60,Male,High,卑南,總務主管
C00942,43,Male,Low,台北縣,廣告設計
C00943,58,Female,Medium,蘆竹縣,銑床人員
C00944,22,Female,Low,大里市,國內業務人員
C00945,61,Female,High,北斗市,志願役軍官／士官／士兵
C00946,56,Male,High,宜蘭縣,OP／旅行社人員
C00947,48,Female,High,橫山縣,IC佈局工程師
C00948,35,Female,High,汐止,PCB佈線工程師
C00949,35,Female,Low,新北,節目助理
C00950,61,Female,Medium,桃園市,品牌宣傳及媒體公關
C00951,79,Female,Medium,台東,行政主管
C00952,35,Female,High,板橋市,應用科學研究員
C00953,76,Female,Medium,新營市,行銷企劃主管
C00954,74,Male,Medium,花蓮,商業設計
C00955,63,Female,Medium,永和,土地開發人員
C00956,29,Female,Low,新營市,娛樂事業人員
C00957,58,Male,High,八德市,運輸物流類主管
C00958,43,Male,Medium,員林市,印前製作／印刷技術人員
C00959,18,Male,Low,蘆竹,傳播媒體企劃人員
C00960,31,Male,High,台東縣,護理師
C00961,55,Female,Medium,新營縣,資料庫管理人員
C00962,68,Male,High,雲林市,船務／押匯／報關人員
C00963,73,Male,High,宜蘭,食品衛生管理師
C00964,56,Female,High,花蓮縣,Internet程式設計師
C00965,66,Female,Medium,竹田縣,軟韌體測試工程師
C00966,50,Female,Medium,斗六縣,查帳／審計人員
C00967,18,Female,Low,永康縣,機械加工技術人員
C00968,80,Female,High,桃園縣,水保技師
C00969,74,Male,Medium,臺東,物理治療師
C00970,38,Female,Medium,新北,法務人員
C00971,33,Female,Medium,高雄,不動產產權審核／估價師
C00972,45,Female,High,澎湖,總務主管
C00973,41,Male,High,新北,職能治療師
C00974,36,Male,High,板橋市,財務或會計主管
C00975,24,Female,Low,雲林市,砌磚工
C00976,38,Female,Medium,橫山縣,通訊工程研發主管
C00977,49,Male,Low,臺東,醫師
C00978,33,Female,High,蘆洲縣,日文翻譯／口譯人員
C00979,65,Male,High,平鎮市,精密儀器製造工
C00980,44,Male,Medium,永康,行政主管
C00981,26,Female,Low,桃園市,藝術指導／總監
C00982,23,Male,Medium,台南,光學工程師
C00983,31,Male,High,白沙,清潔工
C00984,41,Male,High,光復,板金技術員
C00985,36,Female,Low,梅山市,美髮類助理
C00986,78,Male,High,北竿縣,國內業務人員
C00987,19,Male,Low,北港,安全／衛生檢驗人員
C00988,45,Male,Low,蘆洲縣,廣告AE業務人員
C00989,48,Male,High,基隆,軟體專案主管
C00990,77,Male,High,金門縣,醫療從業人員
C00991,38,Female,Low,中和市,室內設計／裝潢人員
C00992,31,Female,Medium,桃園,文編／校對／文字工作者
C00993,30,Female,Low,桃園,營運管理師
C00994,78,Female,High,新北,調音技術員
C00995,44,Male,Medium,古坑,系統整合／ERP專案師
C00996,42,Female,High,阿里山,安心服務員
C00997,21,Female,Low,花蓮,英文翻譯／口譯人員
C00998,21,Female,Low,樹林縣,地質與地球科學研究員
C00999,40,Male,Medium,阿里山,駐校代表
C01000,43,Male,High,新竹,模特兒
